6.197;6.261;6.381;6.454;6.576;6.718;6.985;7.623;8.082;8.487;8.764;8.840;9.061;9.232;9.423;9.590;9.575;9.768;9.819;9.792;9.737;9.666;9.790;9.854;9.249;9.213;9.018;8.825;8.712;8.852;9.118;9.513;9.868;9.984;10.068;10.015;9.796;9.714;9.640;10.011;10.363;10.457;10.597;10.853;10.859;10.895;10.902;10.926;11.085;10.956;10.863;10.725;10.560;10.395;10.394;10.310;10.293;10.162;10.324;10.520;10.521;10.379;10.519;10.557;10.640;10.870;10.878;10.951;11.152;11.286;11.106;11.204;11.555;11.811;11.838;11.806;11.898;12.043;12.352;12.519;12.744;12.947;13.152;13.459;13.788;13.918;14.158;14.376;14.424;14.619;14.730;14.839;14.950;15.129;15.450;15.633;15.671;15.824;15.971;16.026;16.204;16.210;16.209
6.213;6.254;6.321;6.409;6.538;6.721;7.022;7.457;8.076;8.457;8.714;8.810;8.939;9.193;9.390;9.576;9.562;9.690;9.788;9.725;9.634;9.525;9.618;9.484;8.958;8.752;8.876;8.875;8.639;8.687;9.082;9.586;9.840;9.947;10.089;9.913;9.711;9.566;9.467;9.927;10.302;10.362;10.485;10.438;10.663;10.861;10.820;10.906;10.923;10.789;10.717;10.708;10.431;10.339;10.120;10.218;10.214;10.051;10.064;10.399;10.237;10.212;10.303;10.302;10.470;10.809;10.706;10.749;10.749;11.044;11.107;11.071;11.490;11.626;11.722;11.824;11.677;11.872;12.134;12.259;12.594;12.915;12.862;13.143;13.632;13.783;14.020;14.187;14.314;14.526;14.647;14.813;14.921;15.083;15.326;15.590;15.688;15.832;15.966;15.928;16.198;16.213;16.224
6.221;6.243;6.241;6.297;6.472;6.709;7.034;7.432;7.806;8.443;8.632;8.781;8.864;9.032;9.382;9.526;9.537;9.678;9.676;9.676;9.591;9.498;9.530;9.371;8.756;8.607;8.753;8.915;8.757;8.657;9.065;9.559;9.829;9.867;9.957;9.829;9.523;9.367;9.344;9.828;10.036;10.156;10.278;10.256;10.524;10.596;10.593;10.687;10.763;10.631;10.677;10.475;10.265;10.185;10.005;10.065;10.043;9.865;9.943;10.023;10.105;10.085;10.039;10.319;10.464;10.774;10.446;10.288;10.479;10.691;10.722;10.870;11.250;11.552;11.586;11.660;11.764;11.782;11.927;12.029;12.465;12.616;12.953;13.218;13.448;13.731;14.020;14.094;14.355;14.473;14.675;14.779;14.901;15.009;15.234;15.498;15.638;15.762;15.924;15.935;16.090;16.251;16.245
6.225;6.216;6.164;6.242;6.341;6.711;7.043;7.413;7.788;8.166;8.566;8.731;8.794;8.997;9.297;9.513;9.503;9.665;9.687;9.678;9.518;9.525;9.563;9.336;8.936;8.502;8.820;8.891;8.787;8.690;9.116;9.650;9.783;9.840;9.788;9.723;9.524;9.354;9.339;9.551;9.807;10.035;10.165;10.119;10.252;10.527;10.429;10.521;10.320;10.468;10.465;10.237;10.156;9.995;9.840;9.874;10.021;9.749;9.651;9.564;9.716;9.858;9.860;10.182;10.595;11.426;9.972;9.971;10.066;10.253;10.434;10.557;11.162;11.314;11.427;11.560;11.439;11.665;11.885;11.883;12.119;12.627;12.605;12.927;13.262;13.527;13.860;14.141;14.253;14.462;14.538;14.760;14.859;14.972;15.235;15.451;15.649;15.807;15.859;15.905;16.062;16.086;16.233
6.210;6.138;6.122;6.189;6.326;6.530;7.024;7.362;7.746;8.107;8.451;8.653;8.837;8.952;9.254;9.429;9.485;9.711;9.624;9.605;9.543;9.748;9.626;9.366;8.583;8.345;8.856;8.931;8.877;8.753;8.886;9.618;9.803;9.739;9.614;9.689;9.443;9.419;9.346;9.516;9.640;9.827;9.828;9.883;10.025;10.011;10.177;10.271;10.156;10.150;10.359;10.258;10.029;9.897;9.681;9.765;9.644;9.596;9.605;9.363;9.515;9.649;7.204;7.662;11.258;11.734;10.105;9.402;8.485;10.098;10.053;10.282;10.788;11.055;11.310;11.367;11.402;11.496;11.569;11.806;12.059;12.277;12.755;13.015;13.262;13.430;13.734;14.010;14.262;14.398;14.589;14.639;14.825;14.973;15.133;15.411;15.552;15.707;15.852;15.875;16.002;16.062;16.252
6.217;6.120;6.119;6.175;6.296;6.541;6.851;7.323;7.657;8.056;8.399;8.551;8.781;8.974;9.239;9.437;9.534;9.672;9.661;9.593;9.753;9.823;9.812;9.138;8.183;8.327;8.776;8.923;8.844;8.906;9.028;9.422;9.669;9.671;9.469;9.440;9.509;9.395;9.437;9.457;9.434;9.595;9.578;9.702;9.824;9.743;9.900;10.108;9.913;10.033;10.046;9.966;9.917;9.588;9.498;9.597;9.355;7.825;9.174;9.119;9.177;9.331;6.430;6.447;11.191;11.194;9.601;9.421;7.164;9.773;9.544;9.956;10.545;10.397;11.051;11.285;11.031;11.264;11.581;11.463;11.756;12.177;12.218;12.761;13.083;13.322;13.616;13.987;14.168;14.413;14.530;14.631;14.758;14.918;15.176;15.386;15.571;15.684;15.801;15.875;15.984;16.020;16.310
6.176;6.082;6.103;6.160;6.301;6.545;6.847;7.108;7.639;8.001;8.290;8.490;8.708;8.995;9.240;9.417;9.513;9.579;9.692;9.725;9.767;9.900;9.978;8.530;7.887;8.431;8.745;8.901;8.930;8.962;9.137;9.498;9.688;9.426;9.306;9.343;9.220;9.386;9.366;9.359;9.376;9.452;9.450;9.479;9.588;9.519;9.663;9.723;9.652;9.713;9.597;9.752;9.838;8.989;9.426;9.475;9.281;9.112;8.842;9.022;9.134;9.306;9.490;5.540;10.799;9.326;8.242;7.892;6.620;9.348;9.457;9.859;10.214;9.213;11.186;11.037;11.082;11.105;11.069;11.388;11.711;12.052;12.383;12.689;12.889;13.259;13.639;13.761;14.115;14.357;14.555;14.623;14.729;14.865;15.075;15.348;15.522;15.610;15.742;15.875;15.998;15.976;16.287
6.117;6.071;6.111;6.129;6.302;6.564;6.811;7.088;7.392;7.953;8.193;8.458;8.672;8.794;9.243;9.384;9.421;9.508;9.647;9.654;9.849;9.987;9.952;8.683;7.900;8.516;8.741;8.824;8.964;9.061;9.282;9.426;9.520;9.347;9.203;9.151;9.174;9.176;9.298;9.328;9.261;9.326;9.242;9.260;9.068;9.184;9.386;9.164;9.330;9.479;9.298;9.511;9.541;9.154;6.261;6.899;9.063;8.861;7.784;9.138;7.573;8.459;9.092;7.762;6.759;6.059;8.162;7.836;8.292;8.785;9.189;9.616;10.114;10.267;10.597;10.558;9.857;10.977;10.292;10.929;11.511;11.886;12.042;12.424;12.931;13.247;13.482;13.813;14.002;14.234;14.479;14.590;14.726;14.830;15.059;15.301;15.481;15.681;15.719;15.784;16.018;15.957;16.215
6.062;6.121;6.115;6.144;6.266;6.570;6.827;7.062;7.376;7.752;8.170;8.442;8.661;8.758;9.057;9.380;9.400;9.421;9.453;9.532;9.829;10.026;9.792;7.950;7.856;8.568;8.652;8.734;8.150;9.027;9.276;9.356;9.391;9.106;9.172;9.139;9.050;9.150;8.973;9.099;9.270;9.123;9.132;9.090;8.846;8.951;9.039;8.940;9.097;9.137;9.119;9.187;9.405;6.808;5.673;6.496;7.901;8.779;5.122;8.774;5.479;6.347;8.550;7.488;5.122;5.663;7.631;8.361;8.319;7.113;9.262;9.618;9.914;10.309;6.745;9.439;7.777;10.904;9.424;10.652;11.469;11.748;12.275;12.528;12.529;13.079;13.510;13.608;13.985;14.205;14.477;14.626;14.728;14.873;14.985;15.276;15.487;15.573;15.693;15.773;15.954;15.938;16.215
6.051;6.152;6.165;6.167;6.309;6.481;6.797;7.053;7.348;7.670;7.958;8.424;8.585;8.743;8.974;9.221;9.332;9.338;9.256;9.380;9.613;9.922;9.478;7.489;8.068;8.470;8.640;8.712;7.946;9.089;9.141;9.124;8.990;8.951;8.938;8.817;8.941;8.845;8.654;8.920;9.144;9.052;8.940;8.874;8.552;8.553;8.796;8.787;8.837;8.959;8.841;9.026;6.932;6.678;6.655;5.576;4.947;6.317;3.970;8.896;5.519;5.991;7.662;7.185;3.706;2.502;6.221;8.371;8.547;5.220;7.521;9.383;9.892;9.902;7.610;9.857;7.235;10.300;6.183;10.165;9.714;11.733;11.678;12.171;12.558;12.864;13.241;13.654;13.891;14.191;14.309;14.577;14.689;14.832;15.023;15.187;15.453;15.650;15.698;15.805;15.956;15.949;16.125
